ticker,platform,kappa,theta,xi,rho,v0,lambda_j,mu_j,sigma_j,feller_satisfied,converged,mse,log_likelihood,log_likelihood_heston,lr_statistic,p_value_jump_significance,n_obs
0x9d1f0296f3a016727193d2b45704e0debc3b8048fe0715f8bb1e91550d321872,polymarket,45.762409425794836,8.480312074723782,0.3,0.5,3.4074181840820152,93.71470436236677,-1.328453660122695,1.4257015592642597,True,True,85.95708685025778,-991.6746337297102,-1049.7815278472522,116.21378823508394,5.043771055613975e-25,272
0x9e9071636d176562592a98dfede865385ba0cff7864cfa01f0479ca6e9e26e1b,polymarket,7.519794508270825,10.0,0.01,-0.5,5.0,85.78634668979764,0.0,2.1906680341802507,True,True,956.629122140707,-999.2331799256073,-1176.4054364136427,354.344512976071,1.7097793190895586e-76,206
0xa0811c97f529d627b7774a5b188e605736b745a1f892c39e16c5a022fdb84b8b,polymarket,13.284000352546727,0.22213226984158196,1.0,0.0,1e-06,4.556099241200736,2.97847072619747,1.44885377512856,True,True,8.634398879957882,-481.885411940897,-481.885411940845,0.0,1.0,193
0xa1d06c273030c75b85ecfee08b2ff1f0e510c07f12152f81c707eb83deaab8ba,polymarket,0.01,1.6864756522165616,0.18363708692265954,-0.3,5.0,3.27110260791577,-2.299828128188356,1.379874493828608,True,True,35.140750069456715,-147.1365313362388,-147.14946483671244,0.025867000947300767,0.9989020811329856,46
0xa6e7131f295407c7f56304d6a368a3b98ec280e162bfb38537da392305b202cb,polymarket,0.01,9.999999615662977,0.010015553257175057,-0.3,1e-06,99.99551876755987,0.0,2.2214366484939934,True,True,1671.8408402566254,-928.4904583414879,-1211.0135992347741,565.0462817865725,3.806339677631247e-122,181
0xa81f535a21c9fc890b335131ad726476605c563ad6b9a096568a0556db26987a,polymarket,0.01,6.216607150087005,0.3,0.5,1e-06,56.664950312197156,-2.797659357667432,2.999999867280655,True,True,4708.309441401219,-446.2778562541566,-500.2094951908411,107.86327787336904,3.163264213382355e-23,79
0xa923afcb8297e3ade170f2f8c088f3c277557fadef2c67054d72cc59f8504b2b,polymarket,0.01,0.6665110052896691,0.01,0.0,1e-06,13.53804144272022,1.3754951498019194,0.7247024825319188,True,True,368.21910839837966,-1053.9619881707983,-1069.1231969121693,30.322417482741912,1.1804994459720431e-06,241
0xab0132a0b89e43d95c2643ac835877c757849e9a64ebac3c9f0c4696db41a288,polymarket,0.01,8.212973349763955,0.01,-0.3,1e-06,83.82517538696399,0.0,2.976124089941653,True,True,1234.2056895809362,-696.9242071845392,-975.4379868256117,557.0275592821449,2.0828516863201632e-120,140
0xac7162f96876ea602d984de6f9800b8a4b8a45897e798a7630d9e004ae5b9a0b,polymarket,0.01,6.449677367738298,0.07849220860206527,-0.3,1e-06,63.29889283839846,0.0,1.5747190603392138,True,False,1697.7652498951093,-1089.2214858604798,-1177.3252285651195,176.20748540927934,5.813356782479092e-38,212
0xac95a5009e493902628eaaa2138780fca5b5476825924ae7de023e8c65917662,polymarket,0.01,1.089912928381841,0.08628786960344048,0.5,2.3005748034210005,2.0152066847350887,-4.390480610575493,2.89439601374422,True,True,53.00655316644061,-166.80316911571404,-167.7675024690129,1.92866670659771,0.5873433812446118,49
