timestamp,open,high,low,close,volume,trade_count
2024-02-01 00:00:02+00:00,0.485,0.485,0.485,0.485,0.0,0
2024-02-02 00:00:02+00:00,0.485,0.485,0.485,0.485,0.0,0
2024-02-03 00:00:02+00:00,0.485,0.485,0.485,0.485,0.0,0
2024-02-04 00:00:03+00:00,0.485,0.485,0.485,0.485,0.0,0
2024-02-05 00:00:02+00:00,0.485,0.485,0.485,0.485,0.0,0
2024-02-06 00:00:02+00:00,0.485,0.485,0.485,0.485,0.0,0
2024-02-07 00:00:02+00:00,0.485,0.485,0.485,0.485,0.0,0
2024-02-08 00:00:02+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-09 00:00:02+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-10 00:00:03+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-11 00:00:03+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-12 00:00:03+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-13 00:00:02+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-14 00:00:03+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-15 00:00:03+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-16 00:00:03+00:00,0.49,0.49,0.49,0.49,0.0,0
2024-02-17 00:00:02+00:00,0.04,0.04,0.04,0.04,0.0,0
2024-02-18 00:00:02+00:00,0.035,0.035,0.035,0.035,0.0,0
2024-02-19 00:00:02+00:00,0.035,0.035,0.035,0.035,0.0,0
2024-02-20 00:00:02+00:00,0.035,0.035,0.035,0.035,0.0,0
2024-02-21 00:00:03+00:00,0.04,0.04,0.04,0.04,0.0,0
2024-02-22 00:00:02+00:00,0.04,0.04,0.04,0.04,0.0,0
2024-02-23 00:00:02+00:00,0.0405,0.0405,0.0405,0.0405,0.0,0
2024-02-24 00:00:02+00:00,0.0395,0.0395,0.0395,0.0395,0.0,0
2024-02-25 00:00:02+00:00,0.035,0.035,0.035,0.035,0.0,0
2024-02-26 00:00:02+00:00,0.0345,0.0345,0.0345,0.0345,0.0,0
2024-02-27 00:00:02+00:00,0.034,0.034,0.034,0.034,0.0,0
2024-02-28 00:00:03+00:00,0.034,0.034,0.034,0.034,0.0,0
2024-02-29 00:00:02+00:00,0.0345,0.0345,0.0345,0.0345,0.0,0
2024-03-01 00:00:02+00:00,0.0345,0.0345,0.0345,0.0345,0.0,0
2024-03-02 00:00:03+00:00,0.0335,0.0335,0.0335,0.0335,0.0,0
2024-03-03 00:00:03+00:00,0.031,0.031,0.031,0.031,0.0,0
2024-03-04 00:00:03+00:00,0.0295,0.0295,0.0295,0.0295,0.0,0
2024-03-05 00:00:03+00:00,0.029,0.029,0.029,0.029,0.0,0
2024-03-06 00:00:03+00:00,0.0255,0.0255,0.0255,0.0255,0.0,0
2024-03-07 00:00:02+00:00,0.026,0.026,0.026,0.026,0.0,0
2024-03-08 00:00:02+00:00,0.026,0.026,0.026,0.026,0.0,0
2024-03-09 00:00:03+00:00,0.022,0.022,0.022,0.022,0.0,0
2024-03-10 00:00:02+00:00,0.022,0.022,0.022,0.022,0.0,0
2024-03-11 00:00:02+00:00,0.0215,0.0215,0.0215,0.0215,0.0,0
2024-03-12 00:00:02+00:00,0.0195,0.0195,0.0195,0.0195,0.0,0
2024-03-13 00:00:03+00:00,0.012,0.012,0.012,0.012,0.0,0
2024-03-14 00:00:03+00:00,0.012,0.012,0.012,0.012,0.0,0
2024-03-15 00:00:03+00:00,0.012,0.012,0.012,0.012,0.0,0
2024-03-16 00:00:02+00:00,0.011,0.011,0.011,0.011,0.0,0
2024-03-17 00:00:03+00:00,0.007,0.007,0.007,0.007,0.0,0
2024-03-18 00:00:03+00:00,0.009,0.009,0.009,0.009,0.0,0
2024-03-19 00:00:02+00:00,0.009,0.009,0.009,0.009,0.0,0
2024-03-20 00:00:03+00:00,0.0075,0.0075,0.0075,0.0075,0.0,0
2024-03-21 00:00:03+00:00,0.0045,0.0045,0.0045,0.0045,0.0,0
