timestamp,open,high,low,close,volume,trade_count
2023-03-23 00:00:39+00:00,0.05,0.05,0.05,0.05,0.0,0
2023-03-24 00:00:48+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-03-25 00:00:22+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-03-26 00:00:06+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-03-27 00:00:45+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-03-28 00:00:19+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-03-29 00:00:49+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-03-30 00:00:16+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-03-31 00:00:17+00:00,0.04,0.04,0.04,0.04,0.0,0
2023-04-01 00:00:48+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-02 00:00:52+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-03 00:00:00+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-04 00:00:35+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-05 00:00:24+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-08 00:00:08+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-09 00:00:48+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-10 00:00:31+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-11 00:00:29+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-12 00:00:03+00:00,0.03,0.03,0.03,0.03,0.0,0
2023-04-13 00:00:22+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-14 00:00:30+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-15 00:00:26+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-16 00:00:45+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-17 00:00:23+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-18 00:00:27+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-19 00:00:23+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-20 00:00:46+00:00,0.015,0.015,0.015,0.015,0.0,0
2023-04-21 00:00:40+00:00,0.015,0.015,0.015,0.015,0.0,0
2023-04-22 00:00:24+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-23 00:00:24+00:00,0.025,0.025,0.025,0.025,0.0,0
2023-04-24 00:00:06+00:00,0.02,0.02,0.02,0.02,0.0,0
2023-04-25 00:00:30+00:00,0.015,0.015,0.015,0.015,0.0,0
2023-04-26 00:00:54+00:00,0.01,0.01,0.01,0.01,0.0,0
2023-04-27 00:00:53+00:00,0.01,0.01,0.01,0.01,0.0,0
2023-04-28 00:00:34+00:00,0.01,0.01,0.01,0.01,0.0,0
2023-04-30 00:00:13+00:00,0.01,0.01,0.01,0.01,0.0,0
2023-05-01 00:00:19+00:00,0.01,0.01,0.01,0.01,0.0,0
2023-05-02 00:00:47+00:00,0.01,0.01,0.01,0.01,0.0,0
2023-05-04 00:00:54+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-05 00:00:04+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-06 00:00:12+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-07 00:00:24+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-08 00:00:41+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-09 00:00:08+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-10 00:00:45+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-11 00:00:36+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-12 00:00:54+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-13 00:00:42+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-15 00:00:02+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-16 00:00:23+00:00,0.5,0.5,0.5,0.5,0.0,0
2023-05-17 00:00:23+00:00,0.5,0.5,0.5,0.5,0.0,0
